
> darfus-jewellery-erp@2.0.0 dev
> next dev

▲ Next.js 16.2.9 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.137.1:3000
- Environments: .env
✓ Ready in 509ms

 GET /en/gold-center/price-history 200 in 1201ms (next.js: 1147ms, proxy.ts: 3ms, generate-params: 470ms, application-code: 51ms)
 GET /en/gold-center/pricing-rules 200 in 574ms (next.js: 510ms, proxy.ts: 6ms, generate-params: 439ms, application-code: 57ms)
 GET /en/gold-center/settings/market-data 200 in 487ms (next.js: 433ms, proxy.ts: 3ms, generate-params: 371ms, application-code: 52ms)
 GET /en/sales/customer-gold/history 200 in 487ms (next.js: 427ms, proxy.ts: 3ms, generate-params: 374ms, application-code: 57ms)
 GET /en/reports/inventory-valuation 200 in 1102ms (next.js: 1051ms, proxy.ts: 3ms, generate-params: 379ms, application-code: 49ms)
 GET /en/reports/exports 200 in 2.1s (next.js: 1845ms, proxy.ts: 3ms, generate-params: 410ms, application-code: 226ms)
 GET /en/customers/loyalty 200 in 548ms (next.js: 480ms, proxy.ts: 4ms, generate-params: 394ms, application-code: 64ms)
 GET /en/employees/payroll 200 in 1569ms (next.js: 1501ms, proxy.ts: 3ms, generate-params: 633ms, application-code: 65ms)
 GET /en/sales/gift-vouchers 200 in 1443ms (next.js: 1378ms, proxy.ts: 3ms, generate-params: 385ms, application-code: 61ms)
 GET /en/sales/installments 200 in 508ms (next.js: 444ms, proxy.ts: 3ms, generate-params: 393ms, application-code: 61ms)
 GET /en/notifications 200 in 1121ms (next.js: 1070ms, proxy.ts: 3ms, generate-params: 375ms, application-code: 48ms)
 GET /ar/gold-center/live-prices 200 in 91ms (next.js: 24ms, proxy.ts: 6ms, generate-params: 12ms, application-code: 60ms)
 GET /ar/gold-center/price-history 200 in 100ms (next.js: 15ms, proxy.ts: 10ms, generate-params: 8ms, application-code: 75ms)
 GET /ar/gold-center/pricing-rules 200 in 112ms (next.js: 17ms, proxy.ts: 7ms, generate-params: 8ms, application-code: 88ms)
 GET /ar/gold-center/settings/market-data 200 in 78ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 65ms)
 GET /ar/sales/customer-gold/history 200 in 68ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 54ms)
 GET /ar/reports/inventory-valuation 200 in 77ms (next.js: 13ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 61ms)
 GET /ar/reports/exports 200 in 89ms (next.js: 21ms, proxy.ts: 4ms, generate-params: 11ms, application-code: 64ms)
 GET /ar/customers/loyalty 200 in 76ms (next.js: 9ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 64ms)
 GET /ar/employees/payroll 200 in 76ms (next.js: 12ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 61ms)
 GET /ar/sales/gift-vouchers 200 in 70ms (next.js: 11ms, proxy.ts: 4ms, generate-params: 5ms, application-code: 54ms)
 GET /ar/sales/installments 200 in 68ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 55ms)
 GET /ar/notifications 200 in 72ms (next.js: 12ms, proxy.ts: 4ms, generate-params: 7ms, application-code: 56ms)
 GET /en/notifications 200 in 66ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 7ms, application-code: 51ms)
 GET /en/inventory 200 in 74ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 62ms)
 GET /ar/inventory 200 in 82ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 68ms)
 GET /en/pos 200 in 104ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 90ms)
 GET /ar/pos 200 in 68ms (next.js: 11ms, proxy.ts: 4ms, generate-params: 6ms, application-code: 53ms)
 GET /en/suppliers 200 in 66ms (next.js: 12ms, proxy.ts: 3ms, generate-params: 7ms, application-code: 51ms)
 GET /en/suppliers/SUP-002 200 in 799ms (next.js: 625ms, proxy.ts: 4ms, application-code: 170ms)
 GET /ar/suppliers/SUP-002 200 in 73ms (next.js: 10ms, proxy.ts: 3ms, application-code: 60ms)
 GET /en/inventory/AST-PUR-1787434485744-1-1-9kp0 200 in 85ms (next.js: 18ms, proxy.ts: 3ms, application-code: 65ms)
 GET /ar/inventory/AST-PUR-1787434485744-1-1-9kp0 200 in 66ms (next.js: 10ms, proxy.ts: 3ms, application-code: 53ms)
 GET /en/dashboard 200 in 72ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 59ms)
 GET /en/inventory 200 in 61ms (next.js: 9ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 49ms)
 GET /en/pos 200 in 67ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 54ms)
 GET /en/gold-center 200 in 70ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 56ms)
 GET /en/suppliers 200 in 63ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 48ms)
 GET /en/accounting 200 in 114ms (next.js: 15ms, proxy.ts: 6ms, generate-params: 7ms, application-code: 94ms)
 GET /en/inventory/transfers 200 in 71ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 57ms)
 GET /en/inventory/workshop 200 in 68ms (next.js: 9ms, proxy.ts: 4ms, generate-params: 5ms, application-code: 55ms)
 GET /en/inventory/stock-audit 200 in 69ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 56ms)
 GET /en/settings 200 in 65ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 53ms)
 GET /ar/dashboard 200 in 73ms (next.js: 14ms, proxy.ts: 5ms, generate-params: 7ms, application-code: 53ms)
 GET /ar/inventory 200 in 66ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 52ms)
 GET /ar/pos 200 in 66ms (next.js: 9ms, proxy.ts: 4ms, generate-params: 5ms, application-code: 53ms)
 GET /ar/gold-center 200 in 67ms (next.js: 10ms, proxy.ts: 4ms, generate-params: 5ms, application-code: 53ms)
 GET /ar/suppliers 200 in 72ms (next.js: 9ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 60ms)
 GET /ar/accounting 200 in 68ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 5ms, application-code: 54ms)
 GET /ar/inventory/transfers 200 in 64ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 50ms)
 GET /ar/inventory/workshop 200 in 68ms (next.js: 11ms, proxy.ts: 4ms, generate-params: 6ms, application-code: 53ms)
 GET /ar/inventory/stock-audit 200 in 69ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 56ms)
 GET /ar/settings 200 in 69ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 56ms)
 GET /en/pos 200 in 91ms (next.js: 15ms, proxy.ts: 5ms, generate-params: 8ms, application-code: 71ms)
 GET /ar/pos 200 in 76ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 63ms)
 GET /en/dashboard 200 in 70ms (next.js: 13ms, proxy.ts: 4ms, generate-params: 7ms, application-code: 53ms)
 GET /en/login 200 in 239ms (next.js: 14ms, proxy.ts: 4ms, generate-params: 9ms, application-code: 221ms)
 GET /en/dashboard 200 in 70ms (next.js: 19ms, proxy.ts: 4ms, generate-params: 10ms, application-code: 47ms)
 GET /ar/login 200 in 71ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 58ms)
 GET /ar/dashboard 200 in 60ms (next.js: 16ms, proxy.ts: 8ms, generate-params: 9ms, application-code: 36ms)
 GET /en/setup 200 in 713ms (next.js: 631ms, proxy.ts: 3ms, generate-params: 417ms, application-code: 79ms)
 GET /ar/setup 200 in 62ms (next.js: 10ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 49ms)
 GET /en/customers/CUS-0001 200 in 2.7s (next.js: 2.6s, proxy.ts: 3ms, application-code: 116ms)
 GET /ar/customers/CUS-0001 200 in 111ms (next.js: 15ms, proxy.ts: 4ms, application-code: 92ms)
 GET /en/sales 200 in 64ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 50ms)
 GET /ar/sales 200 in 87ms (next.js: 11ms, proxy.ts: 3ms, generate-params: 6ms, application-code: 72ms)
 GET /en/reports/inventory-valuation 200 in 115ms (next.js: 20ms, proxy.ts: 7ms, generate-params: 11ms, application-code: 88ms)
